Composer,Krithi,Raga,Raga_Normalized,Hyperlink
Dikshitar,abhayAmbA jagadambA,kalyANi,kalyani,http://guru-guha.blogspot.com/2007/07/dikshitar-kriti-abhayaambaa-jagadambaa.html
Dikshitar,abhayAmbA nAyaka vara dAyaka,kEdAra gauLa,kedaragaula,http://guru-guha.blogspot.com/2007/07/dikshitar-kriti-abhayaambaa-naayaka.html
Dikshitar,abhayAmbikAyAH anyaM,kEdAra gauLa,kedaragaula,http://guru-guha.blogspot.com/2007/08/dikshitar-kriti-abhayaambikaayaah-anyam.html
Dikshitar,abhirAmIM akhila,bhUshAvati,bhushavati,http://guru-guha.blogspot.com/2007/08/dikshitar-kriti-abhiraameem-akhila-raga.html
Dikshitar,akhilANDESvari raksha mAM,jujAvanti,jujavanti,http://guru-guha.blogspot.com/2007/07/dikshitar-kriti-akhilandesvari-raksha.html
Dikshitar,akshaya linga vibhO,SankarAbharaNaM,sankarabharanam,http://guru-guha.blogspot.com/2007/08/dikshitar-kriti-akshaya-linga-vibho.html
Dikshitar,amba nIlAyatAkshi,nIlAmbari,nilambari,http://guru-guha.blogspot.com/2007/08/dikshitar-kriti-amba-neelaayathaakshi.html
Dikshitar,AnandAmRtAkarshiNi,amRta varshiNi,amrtavarshini,http://guru-guha.blogspot.com/2007/08/dikshitar-kriti-anandaamruta-karshini.html
Dikshitar,ananta bAla kRshNa,ISa manOhari,isamanohari,http://guru-guha.blogspot.com/2007/07/dikshitar-kriti-ananta-bala-krishna.html
Dikshitar,angArakaM ASrayAmyahaM,suraTi,surati,http://guru-guha.blogspot.com/2007/07/dikshitar-kriti-angaarakamaasrayaamyaha.html
Dikshitar,AnjanEyaM,SankarAbharaNaM,sankarabharanam,http://guru-guha.blogspot.com/2007/08/dikshitar-kriti-anjaneyam-raga.html
Dikshitar,annapUrNE viSAlAkshi,sAma,sama,http://guru-guha.blogspot.com/2007/07/dikshitar-kriti-annapoornae.html
Dikshitar,ardha nArISvaraM,kumudakriyA,kumudakriya,http://guru-guha.blogspot.com/2007/08/dikshitar-kriti-ardha-naareesvaram-raga.html
Dikshitar,bAla kucAmbikE,suraTi,surati,http://guru-guha.blogspot.com/2008/02/dikshitar-kriti-bala-kuchambike-raga.html
Dikshitar,bAla subrahmaNyaM,suraTi,surati,http://guru-guha.blogspot.com/2008/02/dikshitar-kriti-bala-subhrahmanyam-raga.html
Dikshitar,bAlAmbikAyAH tava,kEdAra gauLa,kedaragaula,http://guru-guha.blogspot.com/2008/03/dikshitar-kriti-balambikayah-tava-raga.html
Dikshitar,bAlAmbikAyai namastE,nATa kuranji,natakuranji,http://guru-guha.blogspot.com/2008/03/dikshitar-kriti-balambikayai-namaste.html
Dikshitar,bhajarE rE citta,kalyANi,kalyani,http://guru-guha.blogspot.com/2008/03/dikshitar-kriti-bhajarere-chitta.html
Dikshitar,bhakta vatsalaM,vaMSavati,vamsavati,http://guru-guha.blogspot.com/2008/03/dikshitar-kriti-bhakta-vatsalam-raga.html
Dikshitar,bhOgacchAyA,bhOgacchAyAnATa,bhogacchayanata,http://guru-guha.blogspot.com/2008/03/dikshitar-kriti-bhogacchaya-nataka-raga.html
Dikshitar,bhUshA patiM,bhUshAvati,bhushavati,http://guru-guha.blogspot.com/2008/03/dikshitar-kriti-bhusha-pathim-raga.html
Dikshitar,bhUshAvatiM,bhUshAvati,bhushavati,http://guru-guha.blogspot.com/2008/03/dikshitar-kriti-bhushavathim.html
Dikshitar,brahma vidyAmbikE,kalyANi,kalyani,http://guru-guha.blogspot.com/2008/03/dikshitar-kriti-brahma-vidyambike-raga.html
Dikshitar,bRhadISa kaTAkshENa,jIvantikA,jivantika,http://guru-guha.blogspot.com/2008/03/dikshitar-kriti-brhadisa-katakshena.html
Dikshitar,bRhadISvaraM bhaja,nAga dhvani,nagadhvani,http://guru-guha.blogspot.com/2008/03/dikshitar-kriti-brhadisvaram-bhaja-raga.html
Dikshitar,bRhadISvarAya namastE,SankaraAbharaNaM,sankarabharanam,http://guru-guha.blogspot.com/2008/03/dikshitar-kriti-brhadisvaraya-namaste.html
Dikshitar,bRhadISvarIM bhaja,lalita pancamaM,lalitapancamam,http://guru-guha.blogspot.com/2008/03/dikshitar-kriti-brhadisvarim-bhaja-raga.html
Dikshitar,bRhambikAyai,vasanta,vasanta,http://guru-guha.blogspot.com/2008/03/dikshitar-kriti-brhadambikayai-raga.html
Dikshitar,bRhaspatE tArA patE,aThANa,athana,http://guru-guha.blogspot.com/2008/03/dikshitar-kriti-brhaspathe-tharapathe.html
Dikshitar,budhamASrayAmi,nATa kuranji,natakuranji,http://guru-guha.blogspot.com/2008/03/dikshitar-kriti-budhamasrayami-raga.html
Dikshitar,cEtaH SrI bAla kRshNaM,jujAvanti,jujavanti,http://guru-guha.blogspot.com/2007/11/dikshitar-kriti-chetah-sri-bala.html
Dikshitar,chAyAvatIM,chAyAvati,chayavati,http://guru-guha.blogspot.com/2007/11/dikshitar-kriti-chaayaavateem-raga.html
Dikshitar,cidambara naTarAja mUrtiM,tanukIrti,tanukirti,http://guru-guha.blogspot.com/2007/11/dikshitar-kriti-chidambara-nataraja.html
Dikshitar,cintaya citta,SankarAbharaNam,sankarabharanam,http://guru-guha.blogspot.com/2008/11/dikshitar-kriti-chintaya-chitta-raga.html
Dikshitar,cintayE mahA linga,paraju,paraju,http://guru-guha.blogspot.com/2007/11/dikshitar-kriti-chinthayae-mahaalinga.html
Dikshitar,cintayEhaM sadA,SankarAbharaNaM,sankarabharanam,http://guru-guha.blogspot.com/2007/11/dikshitar-kriti-chinthayeham-sadaa-raga.html
Dikshitar,dAkshAyaNi,tODi,todi,http://guru-guha.blogspot.com/2007/12/dikshitar-kriti-daakshaayani-raga-todi.html
Dikshitar,dakshiNA mUrtE,SankarAbharaNaM,sankarabharanam,http://guru-guha.blogspot.com/2007/12/dikshitar-kriti-dakshinaa-moortae-raga.html
Dikshitar,daNDa nAthAya,khamAs,khamas,http://guru-guha.blogspot.com/2007/12/dikshitar-kriti-danda-naathayaa.html
Dikshitar,dASarathE,SankarAbharaNaM,sankarabharanam,http://guru-guha.blogspot.com/2007/12/dikshitar-kriti-daasarathae-raga.html
Dikshitar,dharma samvardhani,madhyamAvati,madhyamavati,http://guru-guha.blogspot.com/2007/12/dikshitar-kriti-dharma-samvardhani-raga.html
Dikshitar,dIna bandhO,SankarAbharaNaM,sankarabharanam,http://guru-guha.blogspot.com/2007/12/dikshitar-kriti-deena-bandho-raga.html
Dikshitar,EkAmra nAthAya,vIra vasantaM,viravasantam,http://guru-guha.blogspot.com/2007/08/dikshitar-kriti-ekaamra-naathaaya-raga.html
Dikshitar,EkAmra nAthESvarENa,caturangiNi,caturangini,http://guru-guha.blogspot.com/2007/08/dikshitar-kriti-ekaamra-naathesvarena.html
Dikshitar,EkAmrESa nAyakIM,cAmaraM,camaram,http://guru-guha.blogspot.com/2007/08/dikshitar-kriti-ekaamresa-naayakeem.html
Dikshitar,gajAdISAdanyaM,nATa kuranji,natakuranji,http://guru-guha.blogspot.com/2007/10/dikshitar-kriti-gajaadheesaadanyam-raga.html
Dikshitar,gajAmbA nAyakO,janjUTi,janjuti,http://guru-guha.blogspot.com/2007/10/dikshitar-kriti-gajaambaa-naayako-raga.html
Dikshitar,gaNa patE mahA matE,kalyANi,kalyani,http://guru-guha.blogspot.com/2007/10/dikshitar-kriti-ganapathae-mahaamathae.html
Dikshitar,gaNESa kumAra,janjUTi,janjuti,http://guru-guha.blogspot.com/2007/10/dikshitar-kriti-ganesa-kumaara-raga.html
Dikshitar,gangE mAM pAhi,janjUTi,janjuti,http://guru-guha.blogspot.com/2007/10/dikshitar-kriti-gangae-mam-pahi-raga.html
Dikshitar,gauri giri rAja,gauri,gauri,http://guru-guha.blogspot.com/2007/11/dikshitar-kriti-gauri-giri-raja-kumaari.html
Dikshitar,girijayA ajayA,SankarAbharaNaM,sankarabharanam,http://guru-guha.blogspot.com/2007/10/dikshitar-kriti-girijayaa-ajayaa-raga.html
Dikshitar,gOkarNESvara,saurAshTraM,saurashtram,http://guru-guha.blogspot.com/2007/10/dikshitar-kriti-gokarnesvara-raga.html
Dikshitar,gOvinda rAjAya,suraTi,surati,http://guru-guha.blogspot.com/2007/11/dikshitar-kriti-govinda-raajaaya-raga.html
Dikshitar,gOvinda rAjEna,mEca bauLi,mecabauli,http://guru-guha.blogspot.com/2007/11/dikshitar-kriti-govinda-raajena-raga.html
Dikshitar,guru guha bhava,caturangiNi,caturangini,http://guru-guha.blogspot.com/2007/10/dikshitar-kriti-guru-guha-bhava.html
Dikshitar,guru guha pada,SankarAbharaNaM,sankarabharanam,http://guru-guha.blogspot.com/2007/10/dikshitar-kriti-guru-guha-pada-pankajam.html
Dikshitar,guru guha sarasija,SankarAbharaNaM,sankarabharanam,http://guru-guha.blogspot.com/2007/10/dikshitar-kriti-guru-guha-sarasija-raga.html
Dikshitar,guru guhAya bhakta,sAma,sama,http://guru-guha.blogspot.com/2007/10/dikshitar-kriti-guru-guhaaya-raga-sama.html
Dikshitar,guru mUrtE bahu,SankarAbharaNaM,sankarabharanam,http://guru-guha.blogspot.com/2007/10/dikshitar-kriti-guru-moorthae-raga.html
Dikshitar,hari hara putraM,vasanta,vasanta,http://guru-guha.blogspot.com/2008/11/dikshitar-kriti-harihara-putram-raga.html
Dikshitar,hari yuvatIM,dESi siMhAravaM,desisimharavam,http://guru-guha.blogspot.com/2008/11/dikshitar-kriti-hari-yuvatim-raga-desi.html
Dikshitar,hE mAyE,SankarAbharaNam,sankarabharanam,http://guru-guha.blogspot.com/2008/11/dikshitar-kriti-hey-maye-raga.html
Dikshitar,hErambAya,aThANa,athana,http://guru-guha.blogspot.com/2008/11/dikshitar-kriti-herambaaya-raga-athana.html
Dikshitar,hima giri kumAri ISa Priya,amRta varshiNi,amrtavarshini,http://guru-guha.blogspot.com/2008/11/dikshitar-kriti-himagiri-kumari.html
Dikshitar,jagadISa guru guha,SankarAbharaNaM,sankarabharanam,http://guru-guha.blogspot.com/2007/11/dikshitar-kriti-jagadeesa-guru-guha.html
Dikshitar,jagadISa manOhari,ISa manOhari,isamanohari,http://guru-guha.blogspot.com/2007/11/dikshitar-kriti-jagadeesa-manohari-raga.html
Dikshitar,jnAna prasUnAmbikE,kalyANi,kalyani,http://guru-guha.blogspot.com/2007/11/dikshitar-kriti-jnaanaprasoonaambikae.html
Dikshitar,jnAnAmbikE,sAnAgraNi,sanagrani,http://guru-guha.blogspot.com/2007/11/dikshitar-kriti-jnaanaambikae-raga.html
Dikshitar,kAma kOTi pITha,saugandhini,saugandhini,http://guru-guha.blogspot.com/2007/09/dikshitar-kriti-kama-koti-peetha.html
Dikshitar,kAmAkshi kAma kOTi,sumadyuti,sumadyuti,http://guru-guha.blogspot.com/2007/09/dikshitar-kriti-kamakshi-kama-koti-raga.html
Dikshitar,kAmAkshi mAM pAhi,Suddha dESi,suddhadesi,http://guru-guha.blogspot.com/2007/09/dikshitar-kriti-kamakshi-mam-pahi-raga.html
Dikshitar,kAmAkshIM kalyANIM,kalyANi,kalyani,http://guru-guha.blogspot.com/2007/09/dikshitar-kriti-kamaksheem-kalyaneem.html
Dikshitar,kamalAmbAM bhajarE,kalyANi,kalyani,http://guru-guha.blogspot.com/2007/09/dikshitar-kriti-kamalaambaam-bhajarae.html
Dikshitar,kamalAmbikE ASrita,tODi,todi,http://guru-guha.blogspot.com/2007/09/dikshitar-kriti-kamalaambikae-asrita.html
Dikshitar,kamalAsana vandita,SankarAbharaNaM,sankarabharanam,http://guru-guha.blogspot.com/2007/09/dikshitar-kriti-kamalaasana-vandita.html
Dikshitar,kAmESvarENa,SrI rAgaM,ragam,http://guru-guha.blogspot.com/2007/09/dikshitar-kriti-kaamesvarena-raga-sri.html
Dikshitar,kanaka sabhA patiM,mALava SrI,malava,http://guru-guha.blogspot.com/2007/08/dikshitar-kriti-kanaka-sabhaa-pathim.html
Dikshitar,kAncISaM,SankarAbharaNaM,sankarabharanam,http://guru-guha.blogspot.com/2007/09/dikshitar-kriti-kancheesam-raga.html
Dikshitar,kaumAri gauri,gauri vAlAvali,gaurivalavali,http://guru-guha.blogspot.com/2007/10/dikshitar-kriti-kaumaari-gauri-raga.html
Dikshitar,kAyArOhaNESaM,dEva gAndhAraM,devagandharam,http://guru-guha.blogspot.com/2007/09/dikshitar-kriti-kaayaarohanesam-raga.html
Dikshitar,kRshNAnanda,gauLipantu,gaulipantu,http://guru-guha.blogspot.com/2007/10/dikshitar-kriti-krishnaananda-mukunda.html
Dikshitar,kumbhESvarAya namastE,kalyANi,kalyani,http://guru-guha.blogspot.com/2007/09/dikshitar-kriti-kumbhesvaraaya-namastae.html
Dikshitar,kumbhESvarENa,kalyANi,kalyani,http://guru-guha.blogspot.com/2007/10/dikshitar-kriti-kumbhesvarena-raga.html
Dikshitar,lalitA paramESvari,suraTi,surati,http://guru-guha.blogspot.com/2008/05/dikshitar-kriti-lalita-paramesvari-raga.html
Dikshitar,mAdhavO mAM pAtu,rAga mAlikA,ragamalika,http://guru-guha.blogspot.com/2008/04/dikshitar-kriti-madhavo-mampatu-dasa.html
Dikshitar,madhurAmbA jayati,paraju,paraju,http://guru-guha.blogspot.com/2008/03/dikshitar-kriti-madhuramba-jayati-raga.html
Dikshitar,madhurAmbAM bhaja,stava rAjaM,stavarajam,http://guru-guha.blogspot.com/2008/03/dikshitar-kriti-madhurambam-bhajare.html
Dikshitar,madhurAmbikAyAM,dESi siMhAravaM,desisimharavam,http://guru-guha.blogspot.com/2008/04/dikshitar-kriti-madhurambikayam-raga.html
Dikshitar,mahA gaNa patE,naTa nArAyaNi,natanarayani,http://guru-guha.blogspot.com/2008/04/dikshitar-kriti-maha-ganapate-raga-nata.html
Dikshitar,mahA gaNa patiM manasA,nATa,nata,http://guru-guha.blogspot.com/2008/04/dikshitar-kriti-maha-ganapatim-manasa.html
Dikshitar,mahA gaNa patiM vandE,tODi,todi,http://guru-guha.blogspot.com/2008/04/dikshitar-kriti-maha-ganapatim-vande.html
Dikshitar,mahA lingESvaraM,paraju,paraju,http://guru-guha.blogspot.com/2008/04/dikshitar-kriti-mahalingesvaram-raga.html
Dikshitar,mahA lingESvarAya,aThANa,athana,http://guru-guha.blogspot.com/2008/04/dikshitar-kriti-mahalingesvaraya-athana.html
Dikshitar,mahA suraM kEtuM,cAmaraM,camaram,http://guru-guha.blogspot.com/2008/04/dikshitar-kriti-mahasuram-ketum-raga.html
Dikshitar,mahA tripura sundari,madhyamAvati,madhyamavati,http://guru-guha.blogspot.com/2008/04/dikshitar-kriti-maha-tripura-sundari.html
Dikshitar,mahishAsura mardini,gauLa,gaula,http://guru-guha.blogspot.com/2008/04/dikshitar-kriti-mahishasura-mardini.html
Dikshitar,mangaLaM jaya,vasanta,vasanta,http://guru-guha.blogspot.com/2008/03/dikshitar-kriti-mangalam-jaya-mangalam.html
Dikshitar,mangaLAmbAyai,mALava SrI,malava,http://guru-guha.blogspot.com/2008/03/dikshitar-kriti-mangalambayai-raga.html
Dikshitar,mAra rati priyaM,rati priya,ratipriya,http://guru-guha.blogspot.com/2008/04/dikshitar-kriti-maara-rati-priyam-raga.html
Dikshitar,marakata lingaM,vasanta,vasanta,http://guru-guha.blogspot.com/2008/04/dikshitar-kriti-marakata-lingam-raga.html
Dikshitar,mArga sahAyESvaraM,kASi rAmakriya,kasiramakriya,http://guru-guha.blogspot.com/2008/04/dikshitar-kriti-marga-sahayesvaram-raga.html
Dikshitar,mAtangi marakatAngi,dhauta pancamaM,dhautapancamam,http://guru-guha.blogspot.com/2008/04/dikshitar-kriti-matangi-marakatangi.html
Dikshitar,matsyAvatAra,binna pancamaM,binnapancamam,http://guru-guha.blogspot.com/2008/03/dikshitar-kriti-matsyavatara-raga.html
Dikshitar,mAyE citkalE,SankarAbharaNaM,sankarabharanam,http://guru-guha.blogspot.com/2008/04/dikshitar-kriti-maye-chitkale-raga.html
Dikshitar,mucukunda varada,SankarAbharaNaM,sankarabharanam,http://guru-guha.blogspot.com/2008/05/dikshitar-kriti-muchukunda-varada-raga.html
Dikshitar,nAga lingaM bhajEhaM,SankarAbharaNaM,sankarabharanam,http://guru-guha.blogspot.com/2007/12/dikshitar-kriti-naaga-lingam-bhajeham.html
Dikshitar,namO namastE gIrvANi,gIrvANi,girvani,http://guru-guha.blogspot.com/2007/12/dikshitar-kriti-namo-namastae-girvani.html
Dikshitar,nara harim,jaya Suddha mALavi,jayasuddhamalavi,http://guru-guha.blogspot.com/2007/12/dikshitar-kriti-nara-harim-aasrayaami.html
Dikshitar,narmadA kAvEri,nAma dESi,namadesi,http://guru-guha.blogspot.com/2007/12/dikshitar-kriti-narmadaa-kaaveri-raga.html
Dikshitar,nava ratna vilAsa,nava ratna vilAsaM,navaratnavilasam,http://guru-guha.blogspot.com/2007/12/dikshitar-kriti-nava-ratna-vilaasa-raga.html
Dikshitar,nIla kaNTa mahA dEva,vasanta,vasanta,http://guru-guha.blogspot.com/2007/12/dikshitar-kriti-neela-kantha-mahadeva.html
Dikshitar,nIla kaNThaM bhajEhaM,kEdAra gauLa,kedaragaula,http://guru-guha.blogspot.com/2008/01/dikshitar-kriti-neela-kantham-bhajeham.html
Dikshitar,nIla kaNThAya namO,nAda rAmakriya,nadaramakriya,http://guru-guha.blogspot.com/2008/01/dikshitar-kriti-neela-kanthaaya-namo.html
Dikshitar,nIlAcala nAthaM,sumadyuti,sumadyuti,http://guru-guha.blogspot.com/2008/01/dikshitar-kriti-neelaachala-naatham.html
Dikshitar,nIlAngaM hariM,nIlAmbari,nilambari,http://guru-guha.blogspot.com/2008/01/dikshitar-kriti-neelaangam-harim-raga.html
Dikshitar,nIlOtpalAmbA jayati,nArAyaNa gauLa,narayanagaula,http://guru-guha.blogspot.com/2008/01/dikshitar-kriti-neelotpalaambaa-jayathi.html
Dikshitar,nIlOtpalAmbAM bhajarE,nArI rItigauLa,nariritigaula,http://guru-guha.blogspot.com/2008/01/dikshitar-kriti-neelotpalaambaam.html
Dikshitar,nIlOtpalAmbikayA nirvANa,kannaDa gauLa,kannadagaula,http://guru-guha.blogspot.com/2008/01/dikshitar-kriti-neelotpalaambikayaa.html
Dikshitar,nIlOtpalAmbikAyAH paraM,gauLa,gaula,http://guru-guha.blogspot.com/2008/01/dikshitar-kriti-neelotpalaambikaayaah.html
Dikshitar,nIlOtpalAmbikAyai namastE,kEdAra gauLa,kedaragaula,http://guru-guha.blogspot.com/2008/01/dikshitar-kriti-neelotpalaambikaayai.html
Dikshitar,nIlOtpalAmbikAyAM bhaktiM,pUrva gauLa,purvagaula,http://guru-guha.blogspot.com/2008/01/dikshitar-kriti-neelotpalaambikaayaam.html
Dikshitar,nIlOtpalAmbikAyAstava,mAyA mALava gauLa,mayamalavagaula,http://guru-guha.blogspot.com/2008/01/dikshitar-kriti-neelotpalaambikaayaasta.html
Dikshitar,nIlOtpalAmbikE nitya,chAyA gauLa,chayagaula,http://guru-guha.blogspot.com/2008/01/dikshitar-kriti-neelotpalaambikae-nitya.html
Dikshitar,nishadhAdi,nishada,nishada,http://guru-guha.blogspot.com/2007/12/dikshitar-kriti-nishadhaadi-raga.html
Dikshitar,pAhi durgE,SankarAbharaNaM,sankarabharanam,http://guru-guha.blogspot.com/2008/02/dikshitar-kriti-paahi-durge-raga.html
Dikshitar,pAhi mAM janakI vallabha,SankarAbharaNaM,sankarabharanam,http://guru-guha.blogspot.com/2008/02/dikshitar-kriti-paahi-mam-janaki.html
Dikshitar,pAlaya mAM bRhadISvari,tODi,todi,http://guru-guha.blogspot.com/2008/02/dikshitar-kriti-paalaya-mam_14.html
Dikshitar,pAmara jana pAlini,sumadyuti,sumadyuti,http://guru-guha.blogspot.com/2008/02/dikshitar-kriti-paamara-jana-paalini.html
Dikshitar,panca bhUta kiraNAvaLIM,kiraNAvaLi,kiranavali,http://guru-guha.blogspot.com/2008/01/dikshitar-kriti-pancha-bhootha.html
Dikshitar,pancASatpITha rUpiNi,dEva gAndhAraM,devagandharam,http://guru-guha.blogspot.com/2008/01/dikshitar-kriti-panchaasat-peetha.html
Dikshitar,pankaja mukha,SankaraAbharaNaM,sankarabharanam,http://guru-guha.blogspot.com/2008/01/dikshitar-kriti-pankaja-mukha-raga.html
Dikshitar,pannaga Sayana,madhyamAvati,madhyamavati,http://guru-guha.blogspot.com/2008/01/dikshitar-kriti-pannaga-sayana-raga.html
Dikshitar,para dEvatE bhakta pUjitE,huSani,husani,http://guru-guha.blogspot.com/2008/01/dikshitar-kriti-para-devatae-bhakta.html
Dikshitar,para dEvatE bhava,SankarAbharaNaM,sankarabharanam,http://guru-guha.blogspot.com/2008/01/dikshitar-kriti-para-devatae-bhava-raga.html
Dikshitar,parA Sakti ISvari,gauri vElAvali,gaurivelavali,http://guru-guha.blogspot.com/2008/01/dikshitar-kriti-paraa-sakti-isvari-raga.html
Dikshitar,paramESvara jagadISvara,cala nATa,calanata,http://guru-guha.blogspot.com/2008/01/dikshitar-kriti-paramesvara.html
Dikshitar,paramESvarEna,pUrva varALi,purvavarali,http://guru-guha.blogspot.com/2008/01/dikshitar-kriti-paramesvarena-raga.html
Dikshitar,parandhAmavatI,dhAmavati,dhamavati,http://guru-guha.blogspot.com/2008/01/dikshitar-kriti-parandhaamavathi-raga.html
Dikshitar,paranjyOtishmatI,jyOti,jyoti,http://guru-guha.blogspot.com/2008/01/dikshitar-kriti-paranjyotishmati.html
Dikshitar,parimaLa ranga nAthaM1,hamIrkalyANi,hamirkalyani,http://guru-guha.blogspot.com/2008/01/dikshitar-kriti-parimala-ranganatham-1.html
Dikshitar,parimaLa ranga nAthaM2,hamIrkalyANi,hamirkalyani,http://guru-guha.blogspot.com/2008/01/dikshitar-kriti-parimala-ranganatham2.html
Dikshitar,parvata vardhani,sAma,sama,http://guru-guha.blogspot.com/2008/02/dikshitar-kriti-parvatha-vardhani-raga.html
Dikshitar,pArvatI kumAraM,nATa kuranji,natakuranji,http://guru-guha.blogspot.com/2008/02/dikshitar-kriti-parvathi-kumaram-raga.html
Dikshitar,pArvatI patE,SankarAbharaNaM,sankarabharanam,http://guru-guha.blogspot.com/2008/02/dikshitar-kriti-paarvathi-pathae-raga.html
Dikshitar,pArvatI patiM,haMsa dhvani,hamsadhvani,http://guru-guha.blogspot.com/2008/02/dikshitar-kriti-parvathi-pathim-raga.html
Dikshitar,pArvatISvarENa,bhUshAvati,bhushavati,http://guru-guha.blogspot.com/2008/02/dikshitar-kriti-paarvatheesvarena-raga.html
Dikshitar,paSupatISvaraM,Siva pantuvarALi,sivapantuvarali,http://guru-guha.blogspot.com/2008/02/dikshitar-kriti-pasupatheesvaram-raga.html
Dikshitar,pavanAtmajAgaccha,cala nATa,calanata,http://guru-guha.blogspot.com/2008/02/dikshitar-kriti-pavanaatmaja-agaccha.html
Dikshitar,pavanAtmajaM,SankarAbharaNaM,sankarabharanam,http://guru-guha.blogspot.com/2008/02/dikshitar-kriti-pavanaatmajam-raga.html
Dikshitar,pIta varNaM,SankarAbharaNaM,sankarabharanam,http://guru-guha.blogspot.com/2008/02/dikshitar-kriti-peetha-varnam-raga.html
Dikshitar,prasanna vEnkaTESvaraM,vATI vasanta bhairavi,vativasantabhairavi,http://guru-guha.blogspot.com/2008/02/dikshitar-kriti-prasanna-venkatesvaram.html
Dikshitar,pratyangirA,nAda rAmakriya,nadaramakriya,http://guru-guha.blogspot.com/2008/02/dikshitar-kriti-pratyingiraa-bhagavatim.html
Dikshitar,pura hara nandana,hamIr kalyANi,hamirkalyani,http://guru-guha.blogspot.com/2008/02/dikshitar-kriti-pura-hara-nandana-raga.html
Dikshitar,pUrNa candra bimba,rAga mAlikA,ragamalika,http://guru-guha.blogspot.com/2008/02/dikshitar-kriti-poorna-chandra-bimba.html
